-2.000000000e+000,-0.08
-1.999600000e+000,-0.08
-1.999200000e+000,-0.04
-1.998800000e+000,-0.08
-1.998400000e+000,-0.08
-1.998000000e+000,-0.04
-1.997600000e+000,-0.04
-1.997200000e+000,-0.04
-1.996800000e+000,-1.66696084e-018
-1.996400000e+000,-0.04
-1.996000000e+000,-0.04
-1.995600000e+000,-0.04
-1.995200000e+000,-1.66696084e-018
-1.994800000e+000,-1.66696084e-018
-1.994400000e+000,-0.04
-1.994000000e+000,-0.08
-1.993600000e+000,-0.08
-1.993200000e+000,-0.12
-1.992800000e+000,-0.16
-1.992400000e+000,-0.16
-1.992000000e+000,-0.2
-1.991600000e+000,-0.2
-1.991200000e+000,-0.2
-1.990800000e+000,-0.2
-1.990400000e+000,-0.24
-1.990000000e+000,-0.2
-1.989600000e+000,-0.24
-1.989200000e+000,-0.2
-1.988800000e+000,-0.2
-1.988400000e+000,-0.16
-1.988000000e+000,-0.2
-1.987600000e+000,-0.2
-1.987200000e+000,-0.2
-1.986800000e+000,-0.24
-1.986400000e+000,-0.2
-1.986000000e+000,-0.12
-1.985600000e+000,-0.16
-1.985200000e+000,-0.16
-1.984800000e+000,-0.08
-1.984400000e+000,-0.08
-1.984000000e+000,-0.08
-1.983600000e+000,-0.08
-1.983200000e+000,-0.08
-1.982800000e+000,-0.04
-1.982400000e+000,-0.04
-1.982000000e+000,-0.08
-1.981600000e+000,-0.08
-1.981200000e+000,-0.08
-1.980800000e+000,-0.08
-1.980400000e+000,-0.08
-1.980000000e+000,-0.04
-1.979600000e+000,-0.08
-1.979200000e+000,-0.04
-1.978800000e+000,-1.66696084e-018
-1.978400000e+000,-0.08
-1.978000000e+000,-0.08
-1.977600000e+000,-0.12
-1.977200000e+000,-0.08
-1.976800000e+000,-0.12
-1.976400000e+000,-0.12
-1.976000000e+000,-0.12
-1.975600000e+000,-0.12
-1.975200000e+000,-0.12
-1.974800000e+000,-0.12
-1.974400000e+000,-0.12
-1.974000000e+000,-0.08
-1.973600000e+000,-0.12
-1.973200000e+000,-0.12
-1.972800000e+000,-0.16
-1.972400000e+000,-0.2
-1.972000000e+000,-0.2
-1.971600000e+000,-0.2
-1.971200000e+000,-0.2
-1.970800000e+000,-0.24
-1.970400000e+000,-0.24
-1.970000000e+000,-0.2
-1.969600000e+000,-0.2
-1.969200000e+000,-0.24
-1.968800000e+000,-0.2
-1.968400000e+000,-0.2
-1.968000000e+000,-0.16
-1.967600000e+000,-0.16
-1.967200000e+000,-0.12
-1.966800000e+000,-0.12
-1.966400000e+000,-0.12
-1.966000000e+000,-0.12
-1.965600000e+000,-0.12
-1.965200000e+000,-0.12
-1.964800000e+000,-0.08
-1.964400000e+000,-0.08
-1.964000000e+000,-0.08
-1.963600000e+000,-0.04
-1.963200000e+000,-0.04
-1.962800000e+000,-0.04
-1.962400000e+000,-0.08
-1.962000000e+000,-0.08
-1.961600000e+000,-0.04
-1.961200000e+000,-0.08
-1.960800000e+000,-0.04
-1.960400000e+000,-0.08
-1.960000000e+000,-0.12
-1.959600000e+000,-0.08
-1.959200000e+000,-0.12
-1.958800000e+000,-0.12
-1.958400000e+000,-0.12
-1.958000000e+000,-0.16
-1.957600000e+000,-0.16
-1.957200000e+000,-0.16
-1.956800000e+000,-0.12
-1.956400000e+000,-0.12
-1.956000000e+000,-0.12
-1.955600000e+000,-0.12
-1.955200000e+000,-0.08
-1.954800000e+000,-0.12
-1.954400000e+000,-0.12
-1.954000000e+000,-0.08
-1.953600000e+000,-0.12
-1.953200000e+000,-0.12
-1.952800000e+000,-0.12
-1.952400000e+000,-0.16
-1.952000000e+000,-0.12
-1.951600000e+000,-0.12
-1.951200000e+000,-0.12
-1.950800000e+000,-0.12
-1.950400000e+000,-0.12
-1.950000000e+000,-0.08
